step_no,step_name,cell_id,cell_suffix,cv_duration_min,cv_cap_delta,cluster
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0345_0.333C_0.333D_0_100,345,16.980366666666665,3.3710000000000093,2
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0346_0.333C_0.333D_0_100,346,7.249266666666667,1.5439999999999827,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0347_0.333C_0.333D_0_100,347,6.694683333333333,1.288000000000011,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0348_0.333C_0.333D_0_100,348,14.271733333333334,2.804000000000002,2
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0349_0.333C_0.333D_0_100,349,11.888566666666666,2.1970000000000027,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0350_0.333C_0.333D_0_100,350,7.476616666666667,1.6449999999999818,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0351_0.333C_0.333D_0_100,351,8.191583333333334,1.5940000000000225,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0352_0.333C_0.333D_0_100,352,11.274933333333331,2.244,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0353_0.333C_0.333D_0_100,353,13.270233333333334,2.3329999999999984,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0354_0.333C_0.333D_0_100,354,10.048266666666668,1.9699999999999989,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0355_0.333C_0.333D_0_100,355,13.716083333333334,2.494,2
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0356_0.333C_0.333D_0_100,356,7.346616666666667,1.48599999999999,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0357_0.333C_0.333D_0_100,357,11.65625,2.27800000000002,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0358_0.333C_0.333D_0_100,358,9.433066666666669,1.8400000000000036,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0359_0.333C_0.333D_0_100,359,9.34185,1.647999999999996,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0360_0.333C_0.333D_0_100,360,12.304883333333333,2.430000000000007,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0361_0.333C_0.333D_0_100,361,6.48295,1.453000000000003,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0362_0.333C_0.333D_0_100,362,9.574933333333332,1.8909999999999911,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0363_0.333C_0.333D_0_100,363,6.800333333333333,1.5149999999999864,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0364_0.333C_0.333D_0_100,364,14.350566666666667,2.7150000000000034,2
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0365_0.333C_0.333D_0_100,365,10.7236,1.9449999999999927,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0366_0.333C_0.333D_0_100,366,8.065733333333334,1.537000000000006,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0367_0.333C_0.333D_0_100,367,16.3672,3.2469999999999857,2
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0368_0.333C_0.333D_0_100,368,6.766566666666667,1.494999999999976,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0369_0.333C_0.333D_0_100,369,10.775966666666667,2.0860000000000127,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0370_0.333C_0.333D_0_100,370,23.837,4.917000000000002,3
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0371_0.333C_0.333D_0_100,371,12.16455,2.417999999999978,0
